Name	SideEffectName	MinFrequency	MaxFrequency	MeanFrequency
varenicline	Mental disability	0.01	0.01	0.01
varenicline	Mood swings	0.01	0.01	0.01
varenicline	Muscle spasms	0.01	0.01	0.01
varenicline	Musculoskeletal chest pain	0.01	0.01	0.01
varenicline	Mydriasis	0.01	0.01	0.01
varenicline	Myopia	0.01	0.01	0.01
varenicline	Nasopharyngitis	0.0	0.01	0.005
varenicline	Nausea	0.16	0.3	0.24866666666666667
varenicline	Night sweats	0.01	0.01	0.01
varenicline	Nightmare	0.01	0.02	0.015
varenicline	Nocturia	0.01	0.01	0.01
varenicline	Osteoarthritis	0.01	0.01	0.01
varenicline	Palpitations	0.01	0.01	0.01
varenicline	Panic reaction	0.01	0.01	0.01
varenicline	Pharyngolaryngeal pain	0.01	0.01	0.01
varenicline	Photophobia	0.01	0.01	0.01
varenicline	Platelet count decreased	0.01	0.01	0.01
varenicline	Polydipsia	0.01	0.01	0.01
varenicline	Polyuria	0.01	0.01	0.01
varenicline	Postnasal drip	0.01	0.01	0.01
varenicline	Pruritus	0.0	0.01	0.005
varenicline	Rash	0.01	0.03	0.02
varenicline	Rash generalised	0.01	0.01	0.01
varenicline	Respiratory tract congestion	0.01	0.01	0.01
varenicline	Rhinorrhoea	0.0	0.01	0.005
varenicline	Salivary hypersecretion	0.01	0.01	0.01
varenicline	Scleral discolouration	0.01	0.01	0.01
varenicline	Scotoma	0.01	0.01	0.01
varenicline	Semen abnormal	0.01	0.01	0.01
varenicline	Semen analysis abnormal	0.01	0.01	0.01
varenicline	Sexual dysfunction	0.01	0.01	0.01
varenicline	Sinus congestion	0.01	0.01	0.01
varenicline	Sinusitis	0.01	0.01	0.01
varenicline	Sleep disorder	0.02	0.05	0.035
varenicline	Snoring	0.01	0.01	0.01
varenicline	Somnolence	0.02	0.03	0.025
varenicline	Tachycardia	0.01	0.01	0.01
varenicline	Thinking abnormal	0.01	0.01	0.01
varenicline	Throat irritation	0.01	0.01	0.01
varenicline	Tinnitus	0.01	0.01	0.01
varenicline	Tongue coated	0.01	0.01	0.01
varenicline	Tremor	0.01	0.01	0.01
varenicline	Upper-airway cough syndrome	0.01	0.01	0.01
varenicline	Urine output increased	0.01	0.01	0.01
varenicline	Vaginal discharge	0.01	0.01	0.01
varenicline	Varicose vein	0.01	0.01	0.01
varenicline	Viral infection	0.01	0.01	0.01
varenicline	Vomiting	0.01	0.05	0.030000000000000002
varenicline	Weight increased	0.01	0.01	0.01
vemurafenib	Actinic keratosis	0.0	0.17	0.07
vemurafenib	Alopecia	0.0	0.45	0.168
vemurafenib	Arthralgia	0.01	0.67	0.22666666666666668
vemurafenib	Asthenia	0.0	0.54	0.1688888888888889
vemurafenib	Back pain	0.01	0.11	0.0625
vemurafenib	Body temperature increased	0.01	0.19	0.096
vemurafenib	Constipation	0.0	0.24	0.10600000000000001
vemurafenib	Cough	0.0	0.12	0.0675
vemurafenib	Decreased appetite	0.0	0.21	0.096
vemurafenib	Dermatitis	0.0	0.52	0.17666666666666667
vemurafenib	Diarrhoea	0.01	0.29	0.1775
vemurafenib	Dry skin	0.0	0.19	0.09
vemurafenib	Dysgeusia	0.0	0.14	0.07
vemurafenib	Erythema	0.0	0.14	0.06
vemurafenib	Fatigue	0.02	0.54	0.262
vemurafenib	Gamma-glutamyltransferase increased	0.0	0.15	0.049999999999999996
vemurafenib	Headache	0.0	0.27	0.12200000000000003
vemurafenib	Hyperkeratosis	0.0	0.28	0.1325
vemurafenib	Musculoskeletal discomfort	0.0	0.67	0.19222222222222224
vemurafenib	Musculoskeletal pain	0.0	0.11	0.048
vemurafenib	Myalgia	0.0	0.24	0.095
vemurafenib	Nausea	0.02	0.43	0.2925
vemurafenib	Oedema peripheral	0.0	0.23	0.092
vemurafenib	Pain in extremity	0.0	0.18	0.06
vemurafenib	Photosensitivity reaction	0.0	0.49	0.16142857142857145
vemurafenib	Pruritus	0.0	0.3	0.11200000000000002
vemurafenib	Rash	0.0	0.52	0.17666666666666667
vemurafenib	Rash maculo-papular	0.0	0.21	0.065
vemurafenib	Rash papular	0.0	0.13	0.0475
vemurafenib	Seborrhoeic keratosis	0.0	0.17	0.07571428571428572
vemurafenib	Skin papilloma	0.0	0.3	0.13
vemurafenib	Sunburn	0.0	0.14	0.08
vemurafenib	Vomiting	0.01	0.26	0.1175
venlafaxine	Abdominal pain	0.022	0.08	0.0472
venlafaxine	Abnormal dreams	0.03	0.07	0.04666666666666667
venlafaxine	Abnormal ejaculation	0.022	0.19	0.09525
venlafaxine	Abnormal vision	0.04	0.06	0.049999999999999996
venlafaxine	Accidental injury	0.04	0.05	0.045
venlafaxine	Accommodation disorder	0.056	0.091	0.07533333333333334
venlafaxine	Agitation	0.01	0.045	0.026333333333333337
venlafaxine	Agranulocytosis	0.0001	0.0001	0.0001
venlafaxine	Alopecia	0.01	0.01	0.01
venlafaxine	Anaphylactic shock	0.0001	0.0001	0.0001
venlafaxine	Angioedema	0.01	0.01	0.01
venlafaxine	Angle closure glaucoma	0.0001	0.0001	0.0001
venlafaxine	Anorexia	0.01	0.2	0.1235
venlafaxine	Anorgasmia	0.03	0.03	0.03
venlafaxine	Anxiety	0.01	0.112	0.04333333333333333
venlafaxine	Apathy	0.01	0.01	0.01
venlafaxine	Aplastic anaemia	0.0001	0.0001	0.0001
venlafaxine	Asthenia	0.01	0.19	0.10754545454545457
venlafaxine	Blood disorder	0.0001	0.0001	0.0001
venlafaxine	Blood prolactin increased	0.0001	0.0001	0.0001
venlafaxine	Bruxism	0.01	0.01	0.01
venlafaxine	Chills	0.022	0.068	0.04866666666666667
venlafaxine	Constipation	0.08	0.1	0.09000000000000001
venlafaxine	Coordination abnormal	0.01	0.01	0.01
venlafaxine	Decreased appetite	0.01	0.2	0.1235
venlafaxine	Delirium	0.0001	0.0001	0.0001
venlafaxine	Depression	0.03	0.03	0.03
venlafaxine	Dermatitis	0.01	0.01	0.01
venlafaxine	Diarrhoea	0.01	0.08	0.05000000000000001
venlafaxine	Disturbance in sexual arousal	0.011	0.09	0.04714285714285714
venlafaxine	Dizziness	0.01	0.239	0.1315
venlafaxine	Dry mouth	0.01	0.17	0.09600000000000002
venlafaxine	Dysgeusia	0.01	0.01	0.01
venlafaxine	Dyskinesia	0.0001	0.0001	0.0001
venlafaxine	Dyspepsia	0.045	0.07	0.06066666666666667
venlafaxine	Dyspnoea	0.01	0.01	0.01
venlafaxine	Ecchymosis	0.01	0.01	0.01
venlafaxine	Ejaculation disorder	0.022	0.19	0.09525
venlafaxine	Erectile dysfunction	0.02	0.1	0.04611111111111112
venlafaxine	Eructation	0.02	0.02	0.02
venlafaxine	Erythema multiforme	0.0001	0.0001	0.0001
venlafaxine	Flat affect	0.01	0.01	0.01
venlafaxine	Flatulence	0.04	0.04	0.04
venlafaxine	Gastrointestinal haemorrhage	0.01	0.01	0.01
venlafaxine	Gastrointestinal pain	0.022	0.08	0.0472
venlafaxine	Haemoglobin	0.01	0.01	0.01
venlafaxine	Haemorrhage	0.01	0.01	0.01
venlafaxine	Hallucination	0.01	0.01	0.01
venlafaxine	Headache	0.01	1.0	0.2966666666666667
venlafaxine	Hyperhidrosis	0.01	0.193	0.10377777777777777
venlafaxine	Hypertension	0.011	0.05	0.033600000000000005
venlafaxine	Hypertonia	0.03	0.03	0.03
venlafaxine	Hyponatraemia	0.01	0.01	0.01
venlafaxine	Hypotension	0.01	0.01	0.01
venlafaxine	Infection	0.022	0.056	0.03366666666666667
venlafaxine	Influenza	0.06	0.06	0.06
venlafaxine	Injury	0.04	0.05	0.045
venlafaxine	Insomnia	0.01	0.24	0.14130000000000004
venlafaxine	Libido decreased	0.011	0.09	0.04714285714285714
venlafaxine	Liver function test abnormal	0.01	0.01	0.01
venlafaxine	Loss of consciousness	0.01	0.01	0.01
venlafaxine	Menorrhagia	0.01	0.01	0.01
venlafaxine	Muscle twitching	0.02	0.03	0.025
venlafaxine	Myoclonus	0.01	0.01	0.01
venlafaxine	Nausea	0.02	0.58	0.2113846153846154
venlafaxine	Nervousness	0.02	0.213	0.09912500000000002
venlafaxine	Neutropenia	0.0001	0.0001	0.0001
venlafaxine	Orgasm abnormal	0.01	0.01	0.01
venlafaxine	Orthostatic hypotension	0.01	0.01	0.01
venlafaxine	PRL increased	0.0001	0.0001	0.0001
venlafaxine	Palpitations	0.03	0.03	0.03
venlafaxine	Pancreatitis	0.0001	0.0001	0.0001
venlafaxine	Pancytopenia	0.0001	0.0001	0.0001
venlafaxine	Paraesthesia	0.02	0.03	0.025
venlafaxine	Pharyngitis	0.07	0.07	0.07
venlafaxine	Photosensitivity reaction	0.01	0.01	0.01
venlafaxine	Protein urine present	0.01	0.01	0.01
venlafaxine	Proteinuria	0.01	0.01	0.01
venlafaxine	Pruritus	0.0001	0.0001	0.0001
venlafaxine	Pulmonary eosinophilia	0.0001	0.0001	0.0001
venlafaxine	Rash	0.01	0.01	0.01
venlafaxine	Rhabdomyolysis	0.0001	0.0001	0.0001
venlafaxine	Shock	0.01	0.01	0.01
venlafaxine	Sinusitis	0.02	0.02	0.02
venlafaxine	Somnolence	0.02	0.261	0.145
venlafaxine	Stevens-Johnson syndrome	0.0001	0.0001	0.0001
venlafaxine	Sweating	0.01	0.193	0.10377777777777777
venlafaxine	Syncope	0.01	0.01	0.01
venlafaxine	Tachycardia	0.01	0.01	0.01
venlafaxine	Tardive dyskinesia	0.0001	0.0001	0.0001
venlafaxine	Taste altered	0.01	0.01	0.01
venlafaxine	Tension	0.02	0.213	0.09912500000000002
venlafaxine	Tinnitus	0.01	0.01	0.01
venlafaxine	Torsade de pointes	0.0001	0.0001	0.0001
venlafaxine	Tremor	0.01	0.102	0.03916666666666666
venlafaxine	Urinary retention	0.01	0.01	0.01
venlafaxine	Urticaria	0.0001	0.0001	0.0001
venlafaxine	Vasodilation	0.023	0.056	0.0388
venlafaxine	Vasodilation procedure	0.023	0.056	0.0388
venlafaxine	Ventricular fibrillation	0.0001	0.0001	0.0001
venlafaxine	Ventricular tachycardia	0.0001	0.0001	0.0001
venlafaxine	Visual impairment	0.04	0.06	0.049999999999999996
venlafaxine	Vomiting	0.01	0.079	0.044428571428571435
venlafaxine	Weight decreased	0.02	0.04	0.03
venlafaxine	Weight increased	0.01	0.01	0.01
venlafaxine	Yawning	0.03	0.08	0.0522
verapamil	Abdominal discomfort	0.006	0.006	0.006
verapamil	Accidental injury	0.015	0.015	0.015
verapamil	Asthenia	0.006	0.045	0.022
verapamil	Atrioventricular block	0.008	0.017	0.012333333333333335
verapamil	Bradycardia	0.012	0.014	0.013000000000000001
verapamil	Cardiac failure	0.018	0.018	0.018
verapamil	Constipation	0.024	0.117	0.07550000000000001
verapamil	Dermatitis	0.024	0.024	0.024
verapamil	Diarrhoea	0.024	0.024	0.024
verapamil	Dizziness	0.012	0.047	0.028499999999999998
verapamil	Dyspepsia	0.027	0.027	0.027
verapamil	Electrocardiogram abnormal	0.02	0.02	0.02
verapamil	Fatigue	0.006	0.045	0.02266666666666667
verapamil	Flushing	0.008	0.008	0.008
verapamil	Headache	0.012	0.121	0.0496
verapamil	Hepatic enzyme increased	0.014	0.014	0.014
verapamil	Hypertension	0.017	0.017	0.017
verapamil	Hypotension	0.007	0.025	0.015666666666666666
verapamil	Hypotension symptomatic	0.015	0.015	0.015
verapamil	Infection	0.027	0.121	0.074
verapamil	Influenza	0.024	0.037	0.0305
verapamil	Injury	0.015	0.015	0.015
verapamil	Nausea	0.009	0.027	0.017599999999999998
verapamil	Oedema	0.012	0.03	0.019200000000000002
verapamil	Oedema peripheral	0.017	0.037	0.027
verapamil	Orthostatic hypotension	0.004	0.004	0.004
verapamil	Pain	0.024	0.024	0.024
verapamil	Paraesthesia	0.01	0.01	0.01
verapamil	Pharyngitis	0.015	0.03	0.0225
verapamil	Pulmonary oedema	0.018	0.018	0.018
verapamil	Rash	0.024	0.024	0.024
verapamil	Rhinitis	0.027	0.027	0.027
verapamil	Sinusitis	0.03	0.03	0.03
verapamil	Tachycardia	0.01	0.01	0.01
verapamil	Upper respiratory tract infection	0.054	0.054	0.054
vernakalant	Burning sensation	0.01	0.01	0.01
vernakalant	Diarrhoea	0.01	0.01	0.01
vernakalant	Dysgeusia	1.0	1.0	1.0
vernakalant	Dyspnoea	0.01	0.01	0.01
vernakalant	Eye irritation	0.01	0.01	0.01
vernakalant	Flushing	0.01	0.01	0.01
vernakalant	Infusion site irritation	0.01	0.01	0.01
vernakalant	Pain in extremity	0.01	0.01	0.01
vernakalant	Paraesthesia	0.069	0.069	0.069
vernakalant	Pruritus generalised	0.01	0.01	0.01
vernakalant	Sneezing	0.125	1.0	0.5625
verteporfin	Body temperature increased	0.01	0.01	0.01
verteporfin	Hyperaesthesia	0.01	0.01	0.01
verteporfin	Hypertension	0.01	0.01	0.01
verteporfin	Injection site discolouration	0.01	0.01	0.01
verteporfin	Injection site haemorrhage	0.01	0.01	0.01
verteporfin	Injection site hypersensitivity	0.01	0.01	0.01
verteporfin	Pain	0.01	0.01	0.01
verteporfin	Retinal detachment	0.01	0.01	0.01
verteporfin	Retinal haemorrhage	0.01	0.01	0.01
verteporfin	Vitreous haemorrhage	0.01	0.01	0.01
vigabatrin	Abdominal discomfort	0.02	0.04	0.03
vigabatrin	Abdominal distension	0.0	0.02	0.01
vigabatrin	Abdominal pain	0.02	0.03	0.025
vigabatrin	Abdominal pain upper	0.03	0.05	0.04
vigabatrin	Abnormal behaviour	0.03	0.06	0.04666666666666667
vigabatrin	Abnormal dreams	0.01	0.05	0.030000000000000002
vigabatrin	Acne	0.03	0.03	0.03
vigabatrin	Aggression	0.05	0.05	0.05
vigabatrin	Agitation	0.04	1.0	0.52
vigabatrin	Anxiety	0.0	0.04	0.02
vigabatrin	Arthralgia	0.05	1.0	0.3833333333333333
vigabatrin	Asthenia	0.05	1.0	0.30666666666666664
vigabatrin	Asthenopia	0.02	0.02	0.02
vigabatrin	Ataxia	0.01	0.01	0.01
vigabatrin	Back pain	0.04	0.07	0.05500000000000001
vigabatrin	Body temperature increased	0.04	0.29	0.14750000000000002
vigabatrin	Bronchitis	0.0	0.05	0.025
vigabatrin	Candida infection	0.03	0.08	0.055
vigabatrin	Chest pain	0.01	0.05	0.030000000000000002
vigabatrin	Confusional state	0.04	0.14	0.09000000000000001
vigabatrin	Conjunctivitis	0.02	0.05	0.035
vigabatrin	Constipation	0.03	0.14	0.084
vigabatrin	Contusion	0.03	0.05	0.04
vigabatrin	Convulsion	0.04	0.07	0.05500000000000001
vigabatrin	Coordination abnormal	0.07	0.16	0.115
vigabatrin	Cough	0.02	0.14	0.0675
vigabatrin	Croup infectious	0.01	0.05	0.030000000000000002
vigabatrin	Decreased appetite	0.07	0.09	0.08
vigabatrin	Depressed mood	0.0	0.05	0.025
vigabatrin	Depression	0.06	0.14	0.1
vigabatrin	Dermatitis	0.01	0.11	0.05800000000000001
vigabatrin	Diarrhoea	0.06	0.16	0.11400000000000002
vigabatrin	Diplopia	0.05	0.16	0.09333333333333334
vigabatrin	Discomfort	0.0	0.05	0.025
vigabatrin	Disorientation	0.04	0.04	0.04
vigabatrin	Disturbance in attention	0.0	0.09	0.045
vigabatrin	Dizziness	0.24	0.26	0.25
vigabatrin	Dysarthria	0.02	0.02	0.02
vigabatrin	Dysmenorrhoea	0.03	0.09	0.056666666666666664
vigabatrin	Dyspepsia	0.04	0.05	0.045
vigabatrin	Ear infection	0.07	0.14	0.10500000000000001
vigabatrin	Erectile dysfunction	0.0	0.05	0.025
vigabatrin	Expressive language disorder	0.01	0.07	0.04
vigabatrin	Eye pain	0.0	0.05	0.025
vigabatrin	Fatigue	0.09	1.0	0.43
vigabatrin	Feeling abnormal	0.0	0.14	0.05750000000000001
vigabatrin	Gait disturbance	0.06	0.12	0.09
vigabatrin	Gastrointestinal pain	0.02	0.03	0.025
vigabatrin	Hallucination	0.0001	0.0001	0.0001
vigabatrin	Headache	0.26	0.33	0.29500000000000004
vigabatrin	Hyperreflexia	0.02	0.04	0.03
vigabatrin	Hypoaesthesia	0.04	0.05	0.045
vigabatrin	Hypomania	0.01	0.01	0.01
vigabatrin	Hyporeflexia	0.04	0.05	0.045
vigabatrin	Hypotonia	0.04	0.06	0.05
vigabatrin	Ill-defined disorder	0.0	0.05	0.025
vigabatrin	Increased appetite	0.01	0.05	0.030000000000000002
vigabatrin	Influenza	0.03	0.07	0.052500000000000005
vigabatrin	Insomnia	0.1	0.12	0.11
vigabatrin	Irritability	0.07	0.23	0.15333333333333335
vigabatrin	Joint sprain	0.01	0.02	0.015
vigabatrin	Laryngeal pain	0.07	0.14	0.10500000000000001
vigabatrin	Lethargy	0.04	0.07	0.05333333333333334
vigabatrin	Ligament sprain	0.01	0.02	0.015
vigabatrin	Malaise	0.0	0.05	0.025
vigabatrin	Mania	0.01	0.01	0.01
vigabatrin	Memory impairment	0.07	0.16	0.115
vigabatrin	Mental disability	0.03	0.07	0.05
vigabatrin	Muscle relaxant therapy	0.04	0.06	0.05
vigabatrin	Muscle spasms	0.0	0.03	0.015
vigabatrin	Muscle strain	0.01	0.02	0.015
vigabatrin	Muscle twitching	0.01	0.09	0.049999999999999996
vigabatrin	Musculoskeletal discomfort	0.03	1.0	0.295
vigabatrin	Myalgia	0.03	0.05	0.04
vigabatrin	Nasal congestion	0.04	0.13	0.085
vigabatrin	Nasopharyngitis	0.09	0.14	0.115
vigabatrin	Nausea	0.02	0.1	0.060000000000000005
vigabatrin	Nervousness	0.02	0.05	0.035
vigabatrin	Nystagmus	0.05	0.19	0.12333333333333334
vigabatrin	Oedema peripheral	0.05	0.07	0.060000000000000005
vigabatrin	Optic atrophy	0.0001	0.0001	0.0001
vigabatrin	Optic neuritis	0.0001	0.0001	0.0001
vigabatrin	Osteoarthritis	0.02	0.02	0.02
vigabatrin	Otitis media	0.06	0.44	0.26666666666666666
vigabatrin	Pain in extremity	0.02	0.06	0.04
vigabatrin	Paraesthesia	0.02	0.07	0.045000000000000005
vigabatrin	Pharyngolaryngeal pain	0.07	0.14	0.10500000000000001
vigabatrin	Pneumonia	0.11	0.13	0.12
vigabatrin	Postictal state	0.0	0.02	0.01
vigabatrin	Psychotic disorder	0.01	0.01	0.01
vigabatrin	Pulmonary congestion	0.0	0.05	0.025
vigabatrin	Rash	0.01	0.11	0.05800000000000001
vigabatrin	Respiratory tract congestion	0.0	0.05	0.025
vigabatrin	Scotoma	1.0	1.0	1.0
vigabatrin	Sensory disturbance	0.04	0.07	0.05500000000000001
vigabatrin	Sensory loss	0.0	0.05	0.025
vigabatrin	Sinus headache	0.02	0.06	0.04
vigabatrin	Sinusitis	0.05	0.09	0.07
vigabatrin	Somnolence	0.06	1.0	0.28285714285714286
vigabatrin	Status epilepticus	0.02	0.06	0.042499999999999996
vigabatrin	Strabismus	0.05	0.05	0.05
vigabatrin	Tension	0.02	0.05	0.035
vigabatrin	Thinking abnormal	0.03	0.07	0.05
vigabatrin	Thirst	0.0	0.02	0.01
vigabatrin	Tinnitus	0.0	0.02	0.01
vigabatrin	Toothache	0.02	0.05	0.035
vigabatrin	Tremor	0.06	0.16	0.12333333333333334
vigabatrin	Upper respiratory tract infection	0.07	0.51	0.24600000000000005
vigabatrin	Upset stomach	0.02	0.04	0.03
vigabatrin	Urinary tract infection	0.04	0.06	0.049999999999999996
vigabatrin	Vertigo	0.02	0.05	0.035
vigabatrin	Viral diarrhoea	0.05	0.06	0.055
vigabatrin	Viral infection	0.19	0.2	0.195
vigabatrin	Vision blurred	0.03	0.16	0.10666666666666669
vigabatrin	Vomiting	0.07	0.2	0.125
vigabatrin	Weight increased	0.03	0.17	0.10000000000000002
vigabatrin	Wound secretion	0.0	0.02	0.01
vilazodone	Abnormal dreams	0.04	0.04	0.04
vilazodone	Agitation	0.03	0.03	0.03
vilazodone	Arthralgia	0.03	0.03	0.03
vilazodone	Asthenia	0.04	0.04	0.04
vilazodone	Diarrhoea	0.28	0.28	0.28
vilazodone	Disturbance in sexual arousal	0.03	0.05	0.04
vilazodone	Dizziness	0.09	0.09	0.09
vilazodone	Dry mouth	0.08	0.08	0.08
vilazodone	Dyspepsia	0.03	0.03	0.03
vilazodone	Ejaculation delayed	0.02	0.02	0.02
vilazodone	Erectile dysfunction	0.02	0.02	0.02
vilazodone	Fatigue	0.04	0.04	0.04
vilazodone	Feeling jittery	0.02	0.02	0.02
vilazodone	Flatulence	0.03	0.03	0.03
vilazodone	Gastroenteritis	0.03	0.03	0.03
vilazodone	Increased appetite	0.02	0.02	0.02
vilazodone	Insomnia	0.06	0.06	0.06
vilazodone	Libido decreased	0.03	0.05	0.04
vilazodone	Musculoskeletal discomfort	0.03	0.03	0.03
vilazodone	Nausea	0.23	0.23	0.23
vilazodone	Nervousness	0.02	0.02	0.02
vilazodone	Orgasm abnormal	0.02	0.04	0.03
vilazodone	Palpitations	0.02	0.02	0.02
vilazodone	Paraesthesia	0.03	0.03	0.03
vilazodone	Sexual dysfunction	0.01	0.02	0.015
vilazodone	Somnolence	0.03	0.03	0.03
vilazodone	Tremor	0.02	0.02	0.02
vilazodone	Vomiting	0.05	0.05	0.05
vildagliptin	Arthralgia	0.01	0.01	0.01
vildagliptin	Asthenia	0.01	0.01	0.01
vildagliptin	Constipation	0.01	0.01	0.01
vildagliptin	Diarrhoea	0.01	0.01	0.01
vildagliptin	Fatigue	0.01	0.01	0.01
vildagliptin	Flatulence	0.01	0.01	0.01
vildagliptin	Headache	0.01	0.01	0.01
vildagliptin	Hypoglycaemia	0.01	0.01	0.01
vildagliptin	Musculoskeletal discomfort	0.01	0.01	0.01
vildagliptin	Nasopharyngitis	0.0001	0.0001	0.0001
vildagliptin	Oedema peripheral	0.01	0.01	0.01
vincristine	Abdominal pain	0.0843373	0.0843373	0.0843373
vincristine	Anaemia	0.168675	0.34	0.2543375
vincristine	Angiopathy	0.0963855	0.0963855	0.0963855
vincristine	Aspartate aminotransferase increased	0.0722892	0.0722892	0.0722892
vincristine	Asthenia	0.0481928	0.41	0.19289159999999997
vincristine	Blood and lymphatic system disorders	0.566265	0.566265	0.566265
vincristine	Body temperature increased	0.133	0.43	0.23585933333333334
vincristine	Cardiac arrest	0.06	0.060241	0.0601205
vincristine	Cardiac disorder	0.108434	0.108434	0.108434
vincristine	Colonic pseudo-obstruction	0.060241	0.060241	0.060241
vincristine	Connective tissue disorder	0.0843373	0.0843373	0.0843373
vincristine	Constipation	0.0481928	0.57	0.3090964
vincristine	Decreased appetite	0.33	0.33	0.33
vincristine	Diarrhoea	0.37	0.37	0.37
vincristine	Fatigue	0.120482	0.41	0.265241
vincristine	Febrile neutropenia	0.205	0.38	0.29941766666666664
vincristine	Gastrointestinal disorder	0.253012	0.253012	0.253012
vincristine	Gastrointestinal pain	0.0843373	0.0843373	0.0843373
vincristine	Hypotension	0.060241	0.072	0.0661205
vincristine	Ileus	0.060241	0.060241	0.060241
vincristine	Infection	0.39759	0.39759	0.39759
vincristine	Insomnia	0.32	0.32	0.32
vincristine	Mediastinal disorder	0.204819	0.204819	0.204819
vincristine	Mental disorder	0.108434	0.108434	0.108434
vincristine	Mental status changes	0.0361446	0.0361446	0.0361446
vincristine	Muscular weakness	0.0120482	0.0120482	0.0120482
vincristine	Nausea	0.52	0.52	0.52
vincristine	Neuritis	0.168675	0.168675	0.168675
vincristine	Neuropathy	0.325301	0.325301	0.325301
vincristine	Neuropathy peripheral	0.1	0.39	0.27176700000000004
vincristine	Neutropenia	0.180723	0.180723	0.180723
vincristine	Pain	0.0843373	0.0843373	0.0843373
vincristine	Peripheral motor neuropathy	0.168675	0.168675	0.168675
vincristine	Pneumonia	0.0843373	0.0843373	0.0843373
vincristine	Respiratory distress	0.06	0.060241	0.0601205
vincristine	Respiratory failure	0.0481928	0.0481928	0.0481928
vincristine	Septic shock	0.060241	0.060241	0.060241
vincristine	Staphylococcal bacteraemia	0.060241	0.060241	0.060241
vincristine	Thrombocytopenia	0.168675	0.168675	0.168675
vincristine	Tumour lysis syndrome	0.02	0.02	0.02
vincristine	Urethral disorder	0.0722892	0.0722892	0.0722892
vincristine	Urinary tract disorder	0.0722892	0.0722892	0.0722892
vinflunine	Infection	0.038	0.038	0.038
vinflunine	Infestation	0.038	0.038	0.038
vinflunine	Infestation NOS	0.038	0.038	0.038
vinflunine	Nervous system disorder	0.004	0.053	0.028499999999999998
vinorelbine	Agranulocytosis	0.01	0.96	0.47375
vinorelbine	Alopecia	0.0	0.3	0.083125
vinorelbine	Anaemia	0.01	0.87	0.3988888888888889
vinorelbine	Anorexia	0.0	0.37	0.185
vinorelbine	Arthralgia	0.0	0.05	0.0225
vinorelbine	Aspartate aminotransferase increased	0.03	0.67	0.32500000000000007
vinorelbine	Asthenia	0.0	0.49	0.14700000000000002
vinorelbine	Blood bilirubin increased	0.05	0.13	0.08499999999999999
vinorelbine	Blood creatinine increased	0.01	0.28	0.08833333333333333
vinorelbine	Body temperature increased	0.0	0.04	0.02
vinorelbine	Constipation	0.0	0.35	0.12285714285714286
vinorelbine	Creatinine increased	0.01	0.28	0.096
vinorelbine	Cystitis haemorrhagic	0.01	0.01	0.01
vinorelbine	Deafness	0.04	0.18	0.11
vinorelbine	Decreased appetite	0.0	0.37	0.185
vinorelbine	Dermatitis	0.05	0.05	0.05
vinorelbine	Diarrhoea	0.0	0.17	0.06444444444444446
vinorelbine	Discomfort	0.0	0.49	0.1725
vinorelbine	Dizziness	0.0	0.03	0.013333333333333334
vinorelbine	Dysphagia	0.05	0.05	0.05
vinorelbine	Dyspnoea	0.0	0.07	0.026000000000000002
vinorelbine	Embolism	0.0	0.03	0.013333333333333334
vinorelbine	Fatigue	0.0	0.49	0.1725
vinorelbine	Febrile neutropenia	0.0	0.11	0.0425
vinorelbine	Feeling abnormal	0.0	0.49	0.1725
vinorelbine	Headache	0.05	0.05	0.05
vinorelbine	Hearing impaired	0.04	0.18	0.11
vinorelbine	Hypoaesthesia	0.0	0.07	0.025
vinorelbine	Ill-defined disorder	0.0	0.49	0.1725
vinorelbine	Inappropriate antidiuretic hormone secretion	0.01	0.01	0.01
vinorelbine	Infection	0.0	0.05	0.024
vinorelbine	Injection site pain	0.0	0.16	0.06400000000000002
vinorelbine	Injection site reaction	0.0	0.38	0.13714285714285715
vinorelbine	Lethargy	0.0	0.49	0.1725
vinorelbine	Leukopenia	0.0	0.99	0.370625
vinorelbine	Local reaction	0.0	0.22	0.06125
vinorelbine	Malaise	0.0	0.49	0.1725
vinorelbine	Musculoskeletal discomfort	0.0	0.05	0.0225
vinorelbine	Myalgia	0.0	0.05	0.0225
vinorelbine	Nausea	0.0	0.57	0.20750000000000002
vinorelbine	Neuropathy peripheral	0.0	0.25	0.096
vinorelbine	Neurotoxicity	0.0	0.44	0.10625
vinorelbine	Neutropenia	0.05	0.9	0.44727272727272727
vinorelbine	Numbness	0.0	0.07	0.025
vinorelbine	Ototoxicity	0.0	0.01	0.005
vinorelbine	Pain in jaw	0.05	0.05	0.05
vinorelbine	Paraesthesia	0.0	0.1	0.03666666666666667
vinorelbine	Phlebitis	0.0	0.1	0.042
vinorelbine	Rash	0.05	0.05	0.05
vinorelbine	Respiratory tract infection	0.0	0.04	0.02
vinorelbine	Sensory loss	0.0	0.07	0.025
vinorelbine	Stomatitis	0.16	0.16	0.16
vinorelbine	Thrombocytopenia	0.0	0.21	0.04722222222222222
vinorelbine	Thrombosis	0.0	0.03	0.013333333333333334
vinorelbine	Transaminases increased	0.0	0.01	0.005
vinorelbine	Vertigo	0.0	0.03	0.013333333333333334
vinorelbine	Vomiting	0.0	0.6	0.14933333333333335
vinorelbine	Weight decreased	0.0	0.21	0.07333333333333333
vismodegib	Ageusia	0.109	0.109	0.109
vismodegib	Alopecia	0.638	0.652	0.645
